Date,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2015-01-02,24.214887619018555,24.682219794999646,23.776347804050697,24.67114490010671,212818400
2015-01-05,23.532718658447266,24.064281582572935,23.346672564388854,23.984547059464486,257142000
2015-01-06,23.534936904907227,23.794073292366384,23.173916188735014,23.59695227731193,263188400
2015-01-07,23.864944458007812,23.964611763586213,23.632385158602347,23.743127360263635,160423600
2015-01-08,24.78189468383789,24.8394811133024,24.075358755914475,24.192746932459276,237458000
2015-01-09,24.8084716796875,25.08311190198466,24.409799026520567,24.9546505259873,214798000
2015-01-12,24.19717788696289,24.94579477298944,24.097510553276788,24.939150509382685,198603200
2015-01-13,24.412017822265625,24.983448143293007,24.121873715993303,24.680013820160088,268367600
2015-01-14,24.318994522094727,24.471817651304267,24.031064046541807,24.15066585839645,195826400
2015-01-15,23.658971786499023,24.3765810194726,23.62353514883972,24.363292491574416,240056000
2015-01-16,23.475133895874023,23.82729501276512,23.300160996132067,23.705477902251076,314053200
2015-01-20,24.079790115356445,24.135161228870494,23.58809435698492,23.884882714319932,199599600
2015-01-21,24.263620376586914,24.598060654669688,23.98011888215598,24.13072836459436,194303600
2015-01-22,24.89484977722168,24.91035361942313,24.30127144897852,24.42087324158633,215185600
2015-01-23,25.023311614990234,25.19385388237781,24.702158177998953,24.872702135178624,185859200
2015-01-26,25.04988670349121,25.328957536245927,24.983442393649014,25.191636592238247,222460000
2015-01-27,24.172809600830078,24.912568446521064,24.14844617930842,24.899278232187047,382274800
2015-01-28,25.53937339782715,26.161745900344954,25.53937339782715,26.053217294657106,585908400
2015-01-29,26.334505081176758,26.39873578332556,25.594746037284086,25.763074715681203,337745600
2015-01-30,25.949115753173828,26.57813070202149,25.880454433135018,26.223755963952947,334982000
2015-02-02,26.274700164794922,26.39430197270769,25.709915821075615,26.146240465741013,250956400
2015-02-03,26.279130935668945,26.37658294685454,26.048786899589032,26.245907929445366,207662800
2015-02-04,26.48067283630371,26.691084018363664,26.20381735184991,26.245899926220257,280598800
2015-02-05,26.6696834564209,26.73416763569182,26.51625552310522,26.687470850061043,168984800
2015-02-06,26.445100784301758,26.73861398429588,26.33836794045799,26.687470774515095,174826400
2015-02-09,26.620765686035156,26.64744762610821,26.33392295502217,26.36060659155632,155559200
2015-02-10,27.132192611694336,27.1611003122186,26.718607222380253,26.72082958668112,248034000
2015-02-11,27.768129348754883,27.777023892483754,27.23891672034267,27.298952769936612,294247200
2015-02-12,28.119461059570312,28.346267722765855,27.921562092612835,28.030517303345807,297898000
2015-02-13,28.2573299407959,28.301800980079836,27.939357090177662,28.301800980079836,217088800
2015-02-17,28.42409896850586,28.65757616660402,28.2217518372926,28.348496165741523,252609600
2015-02-18,28.62198829650879,28.635329264529332,28.339592032694533,28.379616633216994,179566800
2015-02-19,28.56195640563965,28.690924777826144,28.535274464126015,28.568626891018056,149449600
2015-02-20,28.79543113708496,28.79543113708496,28.473011930350665,28.599754534742676,195793600
2015-02-23,29.57368278503418,29.57368278503418,28.831006151951826,28.911055353853747,283896400
2015-02-24,29.38912582397461,29.707100278847857,29.16676729911174,29.560342838137128,276912400
2015-02-25,28.637550354003906,29.26238060284484,28.4952410465807,29.253484362612532,298846800
2015-02-26,29.0,29.10006066310566,28.152814516558337,28.637554498809845,365150000
2015-02-27,28.564180374145508,29.033357042942402,28.515261222485382,28.90661104284422,248059200
2015-03-02,28.70426368713379,28.968870897881935,28.528601929913908,28.739841868545096,192386800
2015-03-03,28.764299392700195,28.799877571574093,28.4819031113867,28.675357338437337,151265200
2015-03-04,28.581966400146484,28.808773070180983,28.53305064084708,28.706490037661048,126665200
2015-03-05,28.108348846435547,28.628667108118552,27.963815430480935,28.590866556757582,226068400
2015-03-06,28.150590896606445,28.76652330753673,28.074989807114648,28.55083525175208,291368400
2015-03-09,28.270666122436523,28.810999167291815,27.8081599278314,28.45300006693993,354114000
2015-03-10,27.685861587524414,28.288453012050585,27.52798723170783,28.108343142090717,275426400
