Close,High,Low,Open,Volume
AAPL,AAPL,AAPL,AAPL,AAPL
24.214893341064453,24.68222562747745,23.776353422468404,24.671150729967486,212818400
23.53272247314453,24.064285483437537,23.346676348927705,23.984550947403974,257142000
23.53493309020996,23.79406943566659,23.173912432554356,23.596948452562806,263188400
23.864944458007812,23.964611763586213,23.632385158602347,23.743127360263635,160423600
24.781896591186523,24.8394830250832,24.075360608884285,24.192748794463913,237458000
24.808473587036133,25.083113830448443,24.40980090321807,24.954652444574595,214798000
24.197174072265625,24.945790840272345,24.097506754292127,24.93914657771306,198603200
24.412015914916992,24.983446191297645,24.121871831314078,24.680011891872518,268367600
24.318988800048828,24.471811893300426,24.03105839224342,24.15066017595681,195826400
23.658964157104492,24.376573158668013,23.623527530872572,24.36328463505503,240056000
23.47513771057129,23.827298884688386,23.300164782396326,23.705481754379125,314053200
24.079784393310547,24.13515549366684,23.58808875177998,23.8848770385896,199599600
24.263622283935547,24.59806258830847,23.98012076721873,24.130730261496435,194303600
24.89484977722168,24.91035361942313,24.30127144897852,24.42087324158633,215185600
25.0233154296875,25.193857723073517,24.702161943737746,24.872705926916115,185859200
25.049890518188477,25.32896139344122,24.983446198227874,25.191640428521755,222460000
24.17280387878418,24.912562549363784,24.148440463029686,24.89927233817575,382274800
25.53936195373535,26.161734177370512,25.53936195373535,26.0532056203139,585908400
26.334495544433594,26.398726223321972,25.59473676843629,25.763065385875084,337745600
25.949115753173828,26.57813070202149,25.880454433135018,26.223755963952947,334982000
26.274694442749023,26.394296224615175,25.709910222027197,26.14623477167078,250956400
26.279132843017578,26.376584861276278,26.048788790219216,26.245909834382662,207662800
26.480674743652344,26.691085940867783,26.20381923925721,26.245901816658677,280598800
26.669681549072266,26.734165723731444,26.51625362672937,26.687468941440304,168984800
26.44510269165039,26.738615912814105,26.338369840108527,26.68747269934462,174826400
26.620771408081055,26.647453353889304,26.33392861541217,26.360612257681876,155559200
27.132184982299805,27.161092674695414,26.718599709283218,26.720822072959173,248034000
27.768136978149414,27.777031524322094,27.238924204334104,27.29896027042317,294247200
28.119455337524414,28.346261954566934,27.921556410837518,28.030511599399127,297898000
28.25732421875,28.301795249028654,27.939351432520557,28.301795249028654,217088800
28.424097061157227,28.657574243588314,28.221749943522113,28.348494263466083,252609600
28.621992111206055,28.63533308100466,28.33959580975443,28.379620415611313,179566800
28.561948776245117,28.69091711398192,28.535266841858697,28.568619259841725,149449600
28.79543113708496,28.79543113708496,28.473011930350665,28.599754534742676,195793600
29.573688507080078,29.573688507080078,28.83101173030139,28.911060947691585,283896400
