Date,Close,High,Low,Open,Volume
2010-01-04,6.412381649017334,6.427063455168152,6.363542040785281,6.395003111115491,493729600
2010-01-05,6.423470497131348,6.459725770133888,6.389611919821682,6.430062510422484,601904800
2010-01-06,6.32129430770874,6.448936807504181,6.314702296903394,6.423468074896368,552160000
2010-01-07,6.309609413146973,6.35215745553289,6.2637661647555,6.344666532568945,477131200
2010-01-08,6.351556777954102,6.352156451745745,6.264065611905878,6.301218983738794,447610800
2010-01-11,6.295526504516602,6.382119157541543,6.24578758540687,6.376126420287547,462229600
2010-01-12,6.223913669586182,6.285338422148358,6.1849620802416885,6.267959085248867,594459600
2010-01-13,6.311706066131592,6.320095898780572,6.115449110161623,6.228409813747104,605892000
2010-01-14,6.275149822235107,6.306012012278461,6.262865113606646,6.295525124432086,432894000
2010-01-15,6.170281887054443,6.340172420550783,6.16848406553127,6.320096746875335,594067600
2010-01-19,6.443244934082031,6.447739488038697,6.2095341290750055,6.242193354345524,730007600
2010-01-20,6.344067096710205,6.458525189064216,6.277249269939606,6.439348828024793,612152800
2010-01-21,6.234401702880859,6.391408236631557,6.2086337298182155,6.354554098420928,608154400
2010-01-22,5.925183296203613,6.2173224341818925,5.9075055215429835,6.195749380337064,881767600
2010-01-25,6.084587574005127,6.133426790617881,5.998294143323644,6.067808306929541,1065699600
2010-01-26,6.170581340789795,6.4033940204885855,6.069905738776532,6.170880977701429,1867110000
2010-01-27,6.228710174560547,6.309609746550187,5.978518534985298,6.197847970367608,1722568400
2010-01-28,5.97132682800293,6.157397338195849,5.953649051401856,6.140318835381202,1173502400
2010-01-29,5.754695415496826,6.058520469816524,5.700462329862121,6.024961932856277,1245952400
2010-02-01,5.834697246551514,5.87275034259647,5.731924163562,5.763984520056768,749876400
2010-02-02,5.86855411529541,5.882337413184987,5.79424616170235,5.870052699897905,698342400
2010-02-03,5.969529151916504,5.998593531216245,5.825407003167622,5.847879370656247,615328000
2010-02-04,5.754397392272949,5.943763176452704,5.7400148162142735,5.89462350835103,757652000
2010-02-05,5.856568336486816,5.872748728826121,5.7184389282064565,5.771773495448609,850306800
2010-02-08,5.816418170928955,5.929079242796852,5.812822528200335,5.863460363196558,478270800
2010-02-09,5.878442287445068,5.917693523620398,5.835295371279979,5.885333536521226,632886800
2010-02-10,5.846381187438965,5.89072704867422,5.820613214088383,5.869452428684406,370361600
2010-02-11,5.9527506828308105,5.985111072370361,5.814621253591397,5.839191082674367,550345600
2010-02-12,6.00398588180542,6.041739324168033,5.8577663018738235,5.935969518154215,655468800
2010-02-16,6.094476699829102,6.1031657718344725,6.038146150105147,6.0507305026867755,543737600
2010-02-17,6.069007396697998,6.1217418944134705,6.018369157274357,6.118146251373973,436396800
2010-02-18,6.0803914070129395,6.109156144691869,6.02016560004227,6.041439016388631,422825200
2010-02-19,6.04263973236084,6.088483383933846,6.025860463824459,6.048333234251734,415469600
2010-02-22,6.005187034606934,6.067510329396006,5.968332884383564,6.062716537527149,390563600
2010-02-23,5.904510021209717,6.032452187705773,5.864060236524932,5.992601276821062,575094800
2010-02-24,6.012376308441162,6.03574718455996,5.927879909957222,5.939565748065853,460566400
2010-02-25,6.052529811859131,6.078297797289502,5.899418884333732,5.914100699295147,665126000
2010-02-26,6.131031036376953,6.14751066906895,6.052528153383103,6.063913957773231,507460800
2010-03-01,6.26196813583374,6.2772488161230475,6.1558986839766,6.164887390037821,550093600
2010-03-02,6.2577738761901855,6.317100382546536,6.224514580141323,6.290133461435157,566546400
2010-03-03,6.272157192230225,6.288337589943912,6.230509250164784,6.26047214953579,372052800
2010-03-04,6.313506603240967,6.319798980434441,6.251183305472889,6.270660111121148,366041200
2010-03-05,6.560401916503906,6.5828742908380224,6.430961536400636,6.440250283145818,899620400
2010-03-08,6.564295768737793,6.594557898173138,6.539426303882049,6.592161202809905,429889600
2010-03-09,6.682351589202881,6.74167811530779,6.528641407863704,6.541225761878472,920259200
2010-03-10,6.736882209777832,6.756058972998063,6.687743354223188,6.706620080468803,596218000
2010-03-11,6.756657600402832,6.756657600402832,6.691338749445006,6.709017328440684,405700400
2010-03-12,6.789617538452148,6.8234753110141595,6.764148799737355,6.812688381655248,416323600
2010-03-15,6.706920623779297,6.75665835985692,6.599352953300424,6.753063516365912,493502800
2010-03-16,6.725198745727539,6.7410791073859375,6.667070765334336,6.717108946416371,446908000
2010-03-17,6.715309143066406,6.785122546333446,6.689840804544186,6.73868002311397,450956800
2010-03-18,6.7311906814575195,6.741677575622095,6.670065938187208,6.714710247643381,342109600
2010-03-19,6.659276485443115,6.7488659021758455,6.628713927191883,6.735382644151322,559445600
2010-03-22,6.734187602996826,6.771641828208918,6.596357782429745,6.605946166496688,456419600
2010-03-23,6.842351913452148,6.854936664143012,6.714708985312008,6.76085227107992,602431200
2010-03-24,6.872614860534668,6.89748432501135,6.81688319314131,6.820778873176601,597780400
2010-03-25,6.791114807128906,6.920555549306679,6.779129330973962,6.91905696473804,542284400
2010-03-26,6.918458461761475,6.949919136387301,6.848044989796862,6.8600304659011035,640875200
2010-03-29,6.963102340698242,7.00744780206245,6.940031499409348,6.981380591755804,540744400
2010-03-30,7.066774368286133,7.115614783640011,7.018833263694467,7.089246736060397,527310000
2010-03-31,7.04130744934082,7.089548603340612,7.025127852429291,7.055990061492116,430659600
2010-04-01,7.070371150970459,7.1530685495972985,6.973890452523143,7.113518072048929,603145200
2010-04-05,7.145878791809082,7.1464780657754545,7.0344162343601315,7.040709011056415,684507600
2010-04-06,7.177338600158691,7.198312383988719,7.101232424386355,7.137188053879664,447017200
2010-04-07,7.209099769592285,7.248651044550517,7.1509710048346244,7.177638291755464,628502000
2010-04-08,7.18962287902832,7.237263945210384,7.132393432201257,7.204304686841717,572989200
2010-04-09,7.244753837585449,7.247751006374917,7.204903334142577,7.233967710396232,334182800
2010-04-12,7.259737014770508,7.283107894755608,7.24535444241131,7.25703988240386,333026400
2010-04-13,7.2639312744140625,7.2750182408748705,7.224379999747313,7.246853169549665,306210800
2010-04-14,7.361608505249023,7.365204147037916,7.313068941295581,7.349323795852792,404076400
2010-04-15,7.458390712738037,7.461686318332014,7.35621653804464,7.364306333665108,376784800
2010-04-16,7.412846565246582,7.524908354668619,7.327452057285608,7.447902878994451,750545600
2010-04-19,7.402961730957031,7.427531163506966,7.244157330086129,7.401763183022949,566924400
2010-04-20,7.32865047454834,7.468278053513912,7.279810865606791,7.447004236107097,738326400
2010-04-21,7.7670087814331055,7.797870976844811,7.662437521330987,7.754424033769436,982391200
2010-04-22,7.98423957824707,7.992629409268198,7.67651936270074,7.737644474327777,793424800
2010-04-23,8.114879608154297,8.155329386856478,8.000121483317406,8.02978433432628,796955600
2010-04-26,8.075033187866211,8.16372334902298,8.035781136731876,8.146345201269504,479068800
2010-04-27,7.851502418518066,8.025287756126424,7.8059592266608675,8.008208859155415,709343600
